,Textbox6,CardCode,CardName,Branch,Account,Currency,FCOpeningBalance,OpeningBalance,FCOpeningBalance1,OpeningBalance1,FCDebit,Debit,FCCredit1,Credit,FCOpeningBalance4,OpeningBalance4,FCOpeningBalance5,OpeningBalance5,OpeningBalance2,OpeningBalance3,Debit1,Textbox56,OpeningBalance6,Textbox64
97,98,VTP20004,SUCCESS BRAND LTD,All,33110200,USD,,,"118,897.4100","2,766,713,792.0000",,,,,,,"118,897.4100","2,766,713,792.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
98,99,VVC20001,BHARAT SERUMS AND VACCINES LIMITED,All,33110200,USD,,,"96,533.3800","2,244,401,991.0000",,,,,,,"96,533.3800","2,244,401,991.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
99,100,VVT20004,ASCENSIA DIABETES CARE SINGAPORE PRIVATE LIMITED,All,33110200,SGD,,,"123,406.9200","2,144,887,699.0000","123,406.9200","2,144,887,699.0000","62,774.7600","1,068,300,866.0000",,,"62,774.7600","1,068,300,866.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
100,1,VDP10001,CTY TNHH MTV DUOC SAI GON,All,33110100,VND,,,,"1,330,347,100.0000",,"1,163,213,308.0000",,,,,-,"167,133,792.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
101,2,VDP10003,(VIMEDIMEX) CTY CP Y DUOC PHAM VIMEDIMEX,All,33110100,VND,,,,"30,009,112.8000",,,,,,,-,"30,009,112.8000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
102,3,VDP10009,CTY TNHH MOT THANH VIEN VIMEDIMEX BINH DUONG,All,33110100,VND,,,,"4,649,972,129.0000",,"8,173,075,055.0000",,"7,021,246,921.0000",,,-,"3,498,143,995.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
103,4,VDP10011,CONG TY CO PHAN DUOC PHAM OTSUKA VIET NAM,All,33110100,VND,,,,"170,352,008.0000",,,,"170,352,009.0000",,,-,"340,704,017.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
104,5,VDP10012,CTY CO PHAN DUOC PHAM HIEP BACH NIEN,All,33110100,VND,,,,"584,737,486.0000",,"82,236,000.0000",,,,,-,"502,501,486.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
105,6,VDP10013,CTY CO PHAN DUOC - THIET BI Y TE DA NANG,All,33110100,VND,,,,"351,503,024.0000",,"734,508,801.0000",,"724,434,247.0000",,,-,"341,428,470.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
106,7,VDP10015,CTY TNHH Y TE CANH CUA VIET,All,33110100,VND,,,,"2,517,500.0000",,,,,,,-,"2,517,500.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
107,8,VDP10022,CTY TNHH ROHTO MENTHOLATUM VIET NAM,All,33110100,VND,,,,"16,431,538,977.0000",,"32,127,886,766.0000",,"28,510,932,409.0000",,,-,"12,814,584,620.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
108,9,VDP10027,CTY TNHH DICH VU - THUONG MAI THANH NGOC,All,33110100,VND,,,,"110,185,350.0000",,"110,185,350.0000",,,,,-,-,-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
109,10,VDP10036,CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"186,914,673.0000",,,,,,,-,"186,914,673.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
110,11,VDP10037,CHI NHANH CONG TY TNHH MOT THANH VIEN VIMEDIMEX BINH DUONG TAI HA NOI,All,33110100,VND,,,,"2,242,614,592.0000",,"2,438,297,003.0000",,"1,614,517,088.0000",,,-,"1,418,834,677.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
111,12,VDP10039,CONG TY TNHH MEGA LIFESCIENCES(VIET NAM),All,33110100,VND,,,,,,,,"63,727,320.0000",,,-,"63,727,320.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
112,13,VDP10042,CONG TY TNHH DKSH VIET NAM,All,33110100,VND,,,,"8,743,097.0000",,"13,093,214.0000",,"28,275,758.0000",,,-,"23,925,641.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
113,14,VDP10043,CONG TY TNHH DUOC PHAM HUNG PHAT,All,33110100,VND,,,,"701,763,881.0000",,"270,672,004.0000",,"210,148,336.0000",,,-,"641,240,213.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
114,15,VDP10044,CONG TY TNHH TRUONG SON,All,33110100,VND,,,,"730,299,941.0000",,"64,980,000.0000",,"12,445,401.0000",,,-,"677,765,342.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
115,16,VDP10045,CONG TY TNHH LYNH FARMA,All,33110100,VND,,,,"1,631,540.0000",,,,,,,-,"1,631,540.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
116,17,VDP10048,CONG TY CO PHAN DUOC PHAM TRUNG UONG CODUPHA,All,33110100,VND,,,,,,"331,402,500.0000",,"331,402,500.0000",,,-,-,-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
117,18,VDP10054,(HD)CONG TY TNHH VIPAMED VIET NAM,All,33110100,VND,,,,"847,316,417.0000",,,,,,,-,"847,316,417.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
118,19,VDP10058,CONG TY CO PHAN DUOC PHAM PHUC NGUYEN,All,33110100,VND,,,,"2,468,813.0000",,,,"33,024,379.0000",,,-,"35,493,192.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
119,20,VDP10063,CONG TY CO PHAN DUOC PHAM GOLDENLIFE,All,33110100,VND,,,,"2,177,157,608.0000",,"57,806,401.0000",,,,,-,"2,119,351,207.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
120,21,VDP10064,CONG TY TNHH P&T,All,33110100,VND,,,,"463,898,747.0000",,"17,150,000.0000",,"18,287,502.0000",,,-,"465,036,249.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
121,22,VDP10065,CONG TY CO PHAN THUONG MAI DUOC PHAM PVN,All,33110100,VND,,,,"8,400,000.0000",,,,,,,-,"8,400,000.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
122,23,VDP10066,CONG TY TNHH DUOC PHAM KIM CHAU,All,33110100,VND,,,,"43,969,051.0000",,,,,,,-,"43,969,051.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
123,24,VDP10068,CONG TY TNHH DUOC PHAM KIM THANH,All,33110100,VND,,,,"107,665,950.0000",,"107,665,950.0000",,"44,999,850.0000",,,-,"44,999,850.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
124,25,VDP10070,CTY TNHH DUOC MY PHAM THAI NHAN,All,33110100,VND,,,,"298,878,930.0000",,,,,,,-,"298,878,930.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
125,26,VDP10073,CONG TY TNHH DUOC PHAM VA THIET BI Y TE ACA,All,33110100,VND,,,,"169,319,201.0000",,"24,752,499.0000",,"20,615,000.0000",,,-,"165,181,702.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
126,27,VDP10074,CONG TY TNHH DUOC PHAM VA TRANG THIET BI Y TE CT PHARMA,All,33110100,VND,,,,"1,271,224,640.0000",,"25,218,000.0000",,"51,673,294.0000",,,-,"1,297,679,934.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
127,28,VDP10076,CHI NHANH 1 - CONG TY TNHH THAI NAKORN PATANA (VIET NAM) TAI TPHCM,All,33110100,VND,,,,"408,611,628.0000",,"91,489,270.0000",,"49,907,829.0000",,,-,"367,030,187.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
128,29,VDP10080,CONG TY TNHH THAI NAKORN PATANA (VIET NAM),All,33110100,VND,,,,"37,633,103.0000",,"9,881,813.0000",,,,,-,"27,751,290.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
129,30,VDP10082,CONG TY TNHH DUOC PHAM QUANG DIEN,All,33110100,VND,,,,"465,218,267.0000",,"437,759,998.0000",,"2,636,250.0000",,,-,"30,094,519.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
130,31,VDP10083,CONG TY TNHH THAI NAKORN PATANA-VIET NAM CHI NHANH TAI HA NOI,All,33110100,VND,,,,"101,351,328.0000",,"18,390,491.0000",,,,,-,"82,960,837.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
131,32,VDP10084,(HD)CONG TY TNHH DUOC PHAM VA THIET BI Y TE ACA,All,33110100,VND,,,,"661,828,270.0000",,"61,280,000.0000",,"69,996,004.0000",,,-,"670,544,274.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
132,33,VDP10085,CONG TY TNHH DUOC PHAM LIEN HOP,All,33110100,VND,,,,"1,665,473,130.0000",,,,"82,365,002.0000",,,-,"1,747,838,132.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
133,34,VDP10086,(HD)CONG TY TNHH DUOC PHAM Y-MED,All,33110100,VND,,,,"82,695,596.0000",,,,,,,-,"82,695,596.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
134,35,VDP10087,(HD)CONG TY TNHH DUOC PHAM HUNG PHAT,All,33110100,VND,,,,"1,449,559,022.0000",,"439,797,200.0000",,"238,869,733.0000",,,-,"1,248,631,555.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
135,36,VDP10088,(HD)CONG TY TNHH DUOC PHAM LIEN HOP,All,33110100,VND,,,,"851,795,016.0000",,,,"602,299,992.0000",,,-,"1,454,095,008.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
136,37,VDP10089,(HD)CONG TY TNHH TRUONG SON,All,33110100,VND,,,,"563,749,503.0000",,"151,200,000.0000",,"33,297,501.0000",,,-,"445,847,004.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
137,38,VDP10095,CONG TY CO PHAN DUOC VA THIET BI Y TE QUANG NAM,All,33110100,VND,,,,"154,878,500.0000",,"64,600,000.0000",,,,,-,"90,278,500.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
138,39,VDP10096,CONG TY CO PHAN DUOC PHAM THIEN DUOC,All,33110100,VND,,,,"855,012,826.0000",,"1,092,645,128.0000",,"2,189,348,308.0000",,,-,"1,951,716,006.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
139,40,VDP10097,(HD)CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"151,439,880.0000",,,,,,,-,"151,439,880.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
140,41,VDP10098,CHI NHANH CONG TY CO PHAN DUOC PHAM IMEXPHARM,All,33110100,VND,,,,"4,769,989,033.0000",,"4,769,989,033.0000",,"3,681,529,118.0000",,,-,"3,681,529,118.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
141,42,VDP10099,(HD)CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"220,470,300.0000",,,,"81,578,856.0000",,,-,"302,049,156.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
142,43,VDP10100,CONG TY CO PHAN DUOC PHAM QUOC TE - UK PHARMA,All,33110100,VND,,,,"95,446,504.0000",,,,,,,-,"95,446,504.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
143,44,VDP10102,CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"23,195,200.0000",,,,"50,872,120.0000",,,-,"74,067,320.0000",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
144,45,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,EUR,,,"2,945,458.4900","77,366,810,400.6187","1,209,279.2700","31,578,570,682.1607","1,270,997.0000","33,725,491,943.0000",,,"3,007,176.2200","79,513,731,661.4580",-,"480,710,223,100.2612","182,557,008,511.8319","175,231,190,473.0500",-,"473,384,405,061.4793"
